,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
689,"['Sap Sipper', 'Hydration', 'Gooey']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,50.0,10240,35,300,45,Soft Tissue Pokémon,35.0,1250000,0.3,45.0,Numeraヌメラ,Goomy,50.0,704,55.0,75.0,40.0,Dragon,,2.8,6,0
690,"['Sap Sipper', 'Hydration', 'Gooey']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75.0,10240,35,452,45,Soft Tissue Pokémon,53.0,1250000,0.8,68.0,Numeilヌメイル,Sliggoo,50.0,705,83.0,113.0,60.0,Dragon,,17.5,6,0
691,"['Sap Sipper', 'Hydration', 'Gooey']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,100.0,10240,35,600,45,Dragon Pokémon,70.0,1250000,2.0,90.0,Numelgonヌメルゴン,Goodra,50.0,706,110.0,150.0,80.0,Dragon,,150.5,6,0
692,"['Prankster', 'Magician']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,80.0,5120,70,470,75,Key Ring Pokémon,91.0,800000,0.2,57.0,Cleffyクレッフィ,Klefki,50.0,707,80.0,87.0,75.0,Steel,Fairy,3.0,6,0
693,"['Natural Cure', 'Frisk', 'Harvest']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,70.0,5120,70,309,120,Stump Pokémon,48.0,1000000,0.4,43.0,Bokureiボクレー,Phantump,50.0,708,50.0,60.0,38.0,Ghost,Grass,7.0,6,0
694,"['Natural Cure', 'Frisk', 'Harvest']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,110.0,5120,70,474,60,Elder Tree Pokémon,76.0,1000000,1.5,85.0,Ohrotオーロット,Trevenant,50.0,709,65.0,82.0,56.0,Ghost,Grass,71.0,6,0
695,"['Own Tempo', 'Ice Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,69.0,5120,70,304,190,Ice Chunk Pokémon,85.0,1000000,1.0,55.0,Kachikohruカチコール,Bergmite,50.0,712,32.0,35.0,28.0,Ice,,99.5,6,0
696,"['Own Tempo', 'Ice Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,117.0,5120,70,514,55,Iceberg Pokémon,184.0,1000000,2.0,95.0,Crebaseクレベース,Avalugg,50.0,713,44.0,46.0,28.0,Ice,,505.0,6,0
697,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,30.0,5120,70,245,190,Sound Wave Pokémon,35.0,1000000,0.5,40.0,Onbatオンバット,Noibat,50.0,714,45.0,40.0,55.0,Flying,Dragon,8.0,6,0
698,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,70.0,5120,70,535,45,Sound Wave Pokémon,80.0,1000000,1.5,85.0,Onvernオンバーン,Noivern,50.0,715,97.0,80.0,123.0,Flying,Dragon,85.0,6,0
699,['Fairy Aura'],0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,131.0,30720,0,680,45,Life Pokémon,95.0,1250000,3.0,126.0,Xerneasゼルネアス,Xerneas,,716,131.0,98.0,99.0,Fairy,,215.0,6,1
700,['Dark Aura'],1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,131.0,30720,0,680,45,Destruction Pokémon,95.0,1250000,5.8,126.0,Yveltalイベルタル,Yveltal,,717,131.0,98.0,99.0,Dark,Flying,203.0,6,1
701,['Clear Body'],0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,100.0,6400,70,700,3,Jewel Pokémon,150.0,1250000,0.7,50.0,Diancieディアンシー,Diancie,,719,100.0,150.0,50.0,Rock,Fairy,8.8,6,1
702,['Water Absorb'],0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,110.0,30720,100,600,3,Steam Pokémon,120.0,1250000,1.7,80.0,Volcanionボルケニオン,Volcanion,,721,130.0,90.0,70.0,Fire,Water,195.0,6,1
703,"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105.0,5120,70,455,75,Pig Monkey Pokémon,60.0,1000000,1.0,65.0,Okorizaruオコリザル,Primeape,50.0,57,60.0,70.0,95.0,fighting,,32.0,1,0
704,"['Pressure', 'Regenerator']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130.0,30720,0,680,3,Rainbow Pokémon,90.0,1250000,3.8,106.0,Hououホウオウ,Ho-Oh,,250,110.0,154.0,90.0,fire,flying,199.0,2,1
705,['Pressure'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,95.0,30720,0,600,3,DNA Pokémon,90.0,1250000,1.7,50.0,Deoxysデオキシス,Deoxys,,386,95.0,90.0,180.0,psychic,,60.8,3,1
706,"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69.0,3840,70,424,45,Bagworm Pokémon,95.0,1000000,0.5,60.0,Minomadam (kusaki No Mino)ミノマダム,Wormadam,0.0,413,69.0,95.0,36.0,bug,grass,6.5,4,0
707,"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120.0,30720,0,680,3,Renegade Pokémon,100.0,1250000,4.5,150.0,Giratina (another Forme)ギラティナ,Giratina,,487,120.0,100.0,90.0,ghost,dragon,750.0,4,1
708,"['Natural Cure', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103.0,30720,100,600,45,Gratitude Pokémon,75.0,1059860,0.2,100.0,Shaymin (sky Forme)シェイミ,Shaymin,,492,120.0,75.0,127.0,grass,grass,2.1,4,1
709,"['Sheer Force', 'Zen Mode']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,30.0,5120,70,540,60,Blazing Pokémon,105.0,1059860,1.3,105.0,Hihidarumaヒヒダルマ,Darmanitan,50.0,555,140.0,105.0,55.0,fire,fire,92.9,5,0
710,"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100.0,30720,90,580,3,Cyclone Pokémon,80.0,1250000,1.5,79.0,Tornelos (keshin Forme)トルネロス,Tornadus,100.0,641,110.0,90.0,121.0,flying,,63.0,5,1
711,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,105.0,30720,90,580,3,Bolt Strike Pokémon,70.0,1250000,1.5,79.0,Voltolos (keshin Forme)ボルトロス,Thundurus,100.0,642,145.0,80.0,101.0,electric,flying,61.0,5,1
712,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,145.0,30720,90,600,3,Abundance Pokémon,90.0,1250000,1.5,89.0,Landlos (keshin Forme)ランドロス,Landorus,100.0,645,105.0,80.0,91.0,ground,flying,68.0,5,1
713,['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,72.0,20480,35,580,3,Colt Pokémon,90.0,1250000,1.4,91.0,Keldeo (itsumo No Sugata)ケルディオ,Keldeo,,647,129.0,90.0,108.0,water,fighting,48.5,5,1
714,['Serene Grace'],2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,128.0,30720,100,600,3,Melody Pokémon,90.0,1250000,0.6,100.0,Meloetta (step Forme)メロエッタ,Meloetta,,648,77.0,77.0,128.0,normal,psychic,6.5,5,1
715,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48.0,5120,70,466,75,Constraint Pokémon,76.0,1000000,0.6,74.0,Nyaonixニャオニクス,Meowstic,50.0,678,83.0,81.0,104.0,psychic,,8.5,6,0
716,['Stance Change'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,150.0,5120,70,520,45,Royal Sword Pokémon,50.0,1000000,1.7,60.0,Gillgardギルガルド,Aegislash,50.0,681,150.0,50.0,60.0,steel,ghost,53.0,6,0
717,"['Pickup', 'Frisk', 'Insomnia']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,66.0,5120,70,335,120,Pumpkin Pokémon,70.0,1000000,0.8,59.0,Bakecchaバケッチャ,Pumpkaboo,50.0,710,44.0,55.0,41.0,ghost,grass,15.0,6,0
718,"['Pickup', 'Frisk', 'Insomnia']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,100.0,5120,70,494,60,Pumpkin Pokémon,122.0,1000000,1.7,85.0,Pumpjinパンプジン,Gourgeist,50.0,711,58.0,75.0,54.0,ghost,grass,39.0,6,0
719,"['Aura Break', 'Power Construct']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100.0,30720,0,708,3,Order Pokémon,121.0,1250000,5.0,216.0,Zygarde (10% Forme)ジガルデ,Zygarde,,718,91.0,95.0,85.0,dragon,ground,284.6,6,1
720,['Magician'],1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,160.0,30720,100,680,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60.0,1250000,,80.0,Hoopa (imashimerareshi Hoopa)フーパ,Hoopa,,720,170.0,130.0,80.0,psychic,ghost,,6,1
721,"['Overgrow', 'Long Reach']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55.0,3840,70,320,45,Grass Quill Pokémon,55.0,1059860,0.3,68.0,Mokurohモクロー,Rowlet,88.1,722,50.0,50.0,42.0,grass,flying,1.5,7,0
722,"['Overgrow', 'Long Reach']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,75.0,3840,70,420,45,Blade Quill Pokémon,75.0,1059860,0.7,78.0,Fukuthrowフクスロー,Dartrix,88.1,723,70.0,70.0,52.0,grass,flying,16.0,7,0
723,"['Overgrow', 'Long Reach']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,107.0,3840,70,530,45,Arrow Quill Pokémon,75.0,1059860,1.6,78.0,Junaiperジュナイパー,Decidueye,88.1,724,100.0,100.0,70.0,grass,ghost,36.6,7,0
724,"['Blaze', 'Intimidate']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,65.0,3840,70,320,45,Fire Cat Pokémon,40.0,1059860,0.4,45.0,Nyabbyニャビー,Litten,88.1,725,60.0,40.0,70.0,fire,,4.3,7,0
725,"['Blaze', 'Intimidate']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85.0,3840,70,420,45,Fire Cat Pokémon,50.0,1059860,0.7,65.0,Nyaheatニャヒート,Torracat,88.1,726,80.0,50.0,90.0,fire,,25.0,7,0
726,"['Blaze', 'Intimidate']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,115.0,3840,70,530,45,Heel Pokémon,90.0,1059860,1.8,95.0,Gaogaenガオガエン,Incineroar,88.1,727,80.0,90.0,60.0,fire,dark,83.0,7,0
727,"['Torrent', 'Liquid Voice']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,54.0,3840,70,320,45,Sea Lion Pokémon,54.0,1059860,0.4,50.0,Ashimariアシマリ,Popplio,88.1,728,66.0,56.0,40.0,water,,7.5,7,0
728,"['Torrent', 'Liquid Voice']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69.0,3840,70,420,45,Pop Star Pokémon,69.0,1059860,0.6,60.0,Osyamariオシャマリ,Brionne,88.1,729,91.0,81.0,50.0,water,,17.5,7,0
729,"['Torrent', 'Liquid Voice']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,74.0,3840,70,530,45,Soloist Pokémon,74.0,1059860,1.8,80.0,Ashireneアシレーヌ,Primarina,88.1,730,126.0,116.0,60.0,water,fairy,44.0,7,0
730,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75.0,3840,70,265,255,Woodpecker Pokémon,30.0,1000000,0.3,35.0,Tsutsukeraツツケラ,Pikipek,50.0,731,30.0,30.0,65.0,normal,flying,1.2,7,0
731,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85.0,3840,70,355,120,Bugle Beak Pokémon,50.0,1000000,0.6,55.0,Kerarappaケララッパ,Trumbeak,50.0,732,40.0,50.0,75.0,normal,flying,14.8,7,0
732,"['Keen Eye', 'Skill Link', 'Sheer Force']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120.0,3840,70,485,45,Cannon Pokémon,75.0,1000000,1.1,80.0,Dodekabashiドデカバシ,Toucannon,50.0,733,75.0,75.0,60.0,normal,flying,26.0,7,0
733,"['Stakeout', 'Strong Jaw', 'Adaptability']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,3840,70,253,255,Loitering Pokémon,30.0,1000000,0.4,48.0,Youngooseヤングース,Yungoos,50.0,734,30.0,30.0,45.0,normal,,6.0,7,0
734,"['Stakeout', 'Strong Jaw', 'Adaptability']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,3840,70,418,127,Stakeout Pokémon,60.0,1000000,0.7,88.0,Dekagooseデカグース,Gumshoos,50.0,735,55.0,60.0,45.0,normal,,14.2,7,0
735,['Swarm'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,62.0,3840,70,300,255,Larva Pokémon,45.0,1000000,0.4,47.0,Agojimushiアゴジムシ,Grubbin,50.0,736,55.0,45.0,46.0,bug,,4.4,7,0
736,['Battery'],1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,82.0,3840,70,400,120,Battery Pokémon,95.0,1000000,0.5,57.0,Dendimushiデンヂムシ,Charjabug,50.0,737,55.0,75.0,36.0,bug,electric,10.5,7,0
737,['Levitate'],1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,70.0,3840,70,500,45,Stag Beetle Pokémon,90.0,1000000,1.5,77.0,Kuwagannonクワガノン,Vikavolt,50.0,738,145.0,75.0,43.0,bug,electric,45.0,7,0
738,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82.0,5120,70,338,225,Boxing Pokémon,57.0,1000000,0.6,47.0,Makenkaniマケンカニ,Crabrawler,50.0,739,42.0,47.0,63.0,fighting,,7.0,7,0
739,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,132.0,5120,70,478,60,Woolly Crab Pokémon,77.0,1000000,1.7,97.0,Kekenkaniケケンカニ,Crabominable,50.0,740,62.0,67.0,43.0,fighting,ice,180.0,7,0
740,['Dancer'],0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,70.0,5120,70,476,45,Dancing Pokémon,70.0,1000000,0.6,75.0,Odoridori (pachipachi Style)オドリドリ,Oricorio,24.6,741,98.0,70.0,93.0,fire,flying,3.4,7,0
741,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,45.0,5120,70,304,190,Bee Fly Pokémon,40.0,1000000,0.1,40.0,Abulyアブリー,Cutiefly,50.0,742,55.0,40.0,84.0,bug,fairy,0.2,7,0
742,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,55.0,5120,70,464,75,Bee Fly Pokémon,60.0,1000000,0.2,60.0,Aburibbonアブリボン,Ribombee,50.0,743,95.0,70.0,124.0,bug,fairy,0.5,7,0
743,"['Keen Eye', 'Vital Spirit', 'Steadfast']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,65.0,3840,70,280,190,Puppy Pokémon,40.0,1000000,0.5,45.0,Iwankoイワンコ,Rockruff,50.0,744,30.0,40.0,60.0,rock,,9.2,7,0
744,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,115.0,3840,70,487,90,Wolf Pokémon,75.0,1000000,,85.0,Lugarugan (mahiru No Sugata)ルガルガン,Lycanroc,50.0,745,55.0,75.0,82.0,rock,,,7,0
745,['Schooling'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,140.0,3840,70,620,60,Small Fry Pokémon,130.0,800000,0.2,45.0,Yowashi (tandoku No Sugata)ヨワシ,Wishiwashi,50.0,746,140.0,135.0,30.0,water,,0.3,7,0
746,"['Merciless', 'Limber', 'Regenerator']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,53.0,5120,70,305,190,Brutal Star Pokémon,62.0,1000000,0.4,50.0,Hidoideヒドイデ,Mareanie,50.0,747,43.0,52.0,45.0,poison,water,8.0,7,0
747,"['Merciless', 'Limber', 'Regenerator']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,63.0,5120,70,495,75,Brutal Star Pokémon,152.0,1000000,0.7,50.0,Dohidoideドヒドイデ,Toxapex,50.0,748,53.0,142.0,35.0,poison,water,14.5,7,0
748,"['Own Tempo', 'Stamina', 'Inner Focus']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100.0,5120,70,385,190,Donkey Pokémon,70.0,1000000,1.0,70.0,Dorobankoドロバンコ,Mudbray,50.0,749,45.0,55.0,45.0,ground,,110.0,7,0
749,"['Own Tempo', 'Stamina', 'Inner Focus']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,125.0,5120,70,500,60,Draft Horse Pokémon,100.0,1000000,2.5,100.0,Banbadoroバンバドロ,Mudsdale,50.0,750,55.0,85.0,35.0,ground,,920.0,7,0
750,"['Water Bubble', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,40.0,3840,70,269,200,Water Bubble Pokémon,52.0,1000000,0.3,38.0,Shizukumoシズクモ,Dewpider,50.0,751,40.0,72.0,27.0,water,bug,4.0,7,0
751,"['Water Bubble', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,70.0,3840,70,454,100,Water Bubble Pokémon,92.0,1000000,1.8,68.0,Onishizukumoオニシズクモ,Araquanid,50.0,752,50.0,132.0,42.0,water,bug,82.0,7,0
752,"['Leaf Guard', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55.0,5120,70,250,190,Sickle Grass Pokémon,35.0,1000000,0.3,40.0,Karikiriカリキリ,Fomantis,50.0,753,50.0,35.0,35.0,grass,,1.5,7,0
753,"['Leaf Guard', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,105.0,5120,70,480,75,Bloom Sickle Pokémon,90.0,1000000,0.9,70.0,Lalantesラランテス,Lurantis,50.0,754,80.0,90.0,45.0,grass,,18.5,7,0
754,"['Illuminate', 'Effect Spore', 'Rain Dish']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,35.0,5120,70,285,190,Illuminating Pokémon,55.0,1000000,0.2,40.0,Nemasyuネマシュ,Morelull,50.0,755,65.0,75.0,15.0,grass,fairy,1.5,7,0
755,"['Illuminate', 'Effect Spore', 'Rain Dish']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,45.0,5120,70,405,75,Illuminating Pokémon,80.0,1000000,1.0,60.0,Mashadeマシェード,Shiinotic,50.0,756,90.0,100.0,30.0,grass,fairy,11.5,7,0
756,"['Corrosion', 'Oblivious']",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,44.0,5120,70,320,120,Toxic Lizard Pokémon,40.0,1000000,0.6,48.0,Yatoumoriヤトウモリ,Salandit,88.1,757,71.0,40.0,77.0,poison,fire,4.8,7,0
757,"['Corrosion', 'Oblivious']",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,64.0,5120,70,480,45,Toxic Lizard Pokémon,60.0,1000000,1.2,68.0,Ennewtエンニュート,Salazzle,0.0,758,111.0,60.0,117.0,poison,fire,22.2,7,0
758,"['Fluffy', 'Klutz', 'Cute Charm']",0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,75.0,3840,70,340,140,Flailing Pokémon,50.0,1000000,0.5,70.0,Nuikogumaヌイコグマ,Stufful,50.0,759,45.0,50.0,50.0,normal,fighting,6.8,7,0
759,"['Fluffy', 'Klutz', 'Unnerve']",0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125.0,3840,70,500,70,Strong Arm Pokémon,80.0,1000000,2.1,120.0,Kiterugumaキテルグマ,Bewear,50.0,760,55.0,60.0,60.0,normal,fighting,135.0,7,0
760,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30.0,5120,70,210,235,Fruit Pokémon,38.0,1059860,0.3,42.0,Amakajiアマカジ,Bounsweet,0.0,761,30.0,38.0,32.0,grass,,3.2,7,0
761,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40.0,5120,70,290,120,Fruit Pokémon,48.0,1059860,0.7,52.0,Amamaikoアママイコ,Steenee,0.0,762,40.0,48.0,62.0,grass,,8.2,7,0
762,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,120.0,5120,70,510,45,Fruit Pokémon,98.0,1059860,1.2,72.0,Amajoアマージョ,Tsareena,0.0,763,50.0,98.0,72.0,grass,,21.4,7,0
